id,session_id,message,response,chats,human_agent,intent,reason,created_at
118,oelris0sy9sknaqccjoih5ybbjuovodg,How do i recycle asbestos?,Asbestos is considered a hazardous waste and should not be recycled through regular recycling channels. It requires specialist collection and disposal due to its health implications. Do not take asbestos to a household waste recycling centre as it will not be accepted. Please contact your local authority or a licensed asbestos removal company for proper disposal options.,1,False,,,2024-01-20 14:50:24.437187+00:00
119,oelris0sy9sknaqccjoih5ybbjuovodg,How do i dispose of animal carcasses," The disposal of animal carcasses can vary depending on the specific circumstances. If you have a small animal carcass, such as a pet, you can contact your local veterinarian for guidance on proper disposal methods. For larger animal carcasses, such as livestock, you may need to contact your local agricultural or environmental health department for advice on disposal options. They can provide information on licensed disposal facilities or arrange for collection by a licensed waste contractor. It's important to follow proper disposal procedures to prevent any potential health or environmental risks.",1,False,,,2024-01-20 14:50:24.437187+00:00
120,ie2jw8jfdaq8t18xhxd0bsulzrwi1w2r,How do i dispose of a dead animal?,"You can contact your local authority or animal control department to inquire about the proper disposal of a dead animal. They will provide guidance on the appropriate steps to take, which may include arranging for collection or providing a designated drop-off location. It is important to follow their instructions to ensure safe and proper disposal.",1,False,,,2024-01-20 14:50:24.437187+00:00
121,i6sslb2em51fq0csywf30jrh41e12skh,How do i dispose of a dead animal?,"You can contact your local authority or animal control department to inquire about the proper disposal of a dead animal. They will provide guidance on the appropriate steps to take, which may include arranging for collection or providing a designated drop-off location. It is important to follow their instructions to ensure safe and proper disposal.",1,False,,,2024-01-20 14:50:24.437187+00:00
122,yl3qwtv8j3ayu0c55207qzmletctafw5,How do i dispose a dead animal,"To dispose of a dead animal, you should contact your local authority or animal control department. They will provide guidance on the proper disposal methods, which may include arranging for a pickup or drop-off at a designated location. It is important to follow their instructions to ensure safe and appropriate disposal.",1,False,,,2024-01-20 14:50:24.437187+00:00
123,fez3s25eol0cupi6cv8h5rv1m6pxcwhi,Hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
124,fez3s25eol0cupi6cv8h5rv1m6pxcwhi,is glass recycleable,"Yes, glass is recyclable. You can recycle glass bottles and jars in your recycling bin or at a local recycling center. Make sure to remove any lids or caps before recycling.",1,False,,,2024-01-20 14:50:24.437187+00:00
125,fez3s25eol0cupi6cv8h5rv1m6pxcwhi,how do dispose of a dead animal,"To dispose of a dead animal, you should contact your local authority or animal control agency. They will be able to provide guidance on the proper disposal methods in your area. It is important to handle dead animals safely and hygienically to prevent the spread of disease.",1,False,,,2024-01-20 14:50:24.437187+00:00
126,2cz3p4ud8zxpmlgr3yo5nq32vjcmvec9,Hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
127,2cz3p4ud8zxpmlgr3yo5nq32vjcmvec9,How do i dispose of a dead animal,"To dispose of a dead animal, you should contact your local authority or animal control agency. They will be able to provide guidance on the proper disposal methods in your area. It is important to handle dead animals safely and hygienically to prevent the spread of disease.",1,False,,,2024-01-20 14:50:24.437187+00:00
128,jp5s5cvtnfhw0g44j3a29gnndf0oqm6x,how do i pay council tax?,"You can pay your council tax online using a credit or debit card at https://tinyurl.com/yrm6ygk5. Alternatively, you can pay over the phone by calling 08702 406650.",1,False,,,2024-01-20 14:50:24.437187+00:00
129,tcz22n6a3oi1gbunqmoqp09i4yb2jsbd,How do i pay my council tax,"You can pay your council tax online using a credit or debit card at https://tinyurl.com/yrm6ygk5. Alternatively, you can pay over the phone by calling 08702 406650.",1,False,,,2024-01-20 14:50:24.437187+00:00
130,3oltbrm2dnkq3vnxc2cykpqusdxu26u1,How do i dispose of a dead animal,"You can dispose of a dead animal by contacting your local authority or animal control department. They will provide guidance on the proper disposal methods, which may include arranging for a pickup or drop-off at a designated location. It is important to follow their instructions to ensure safe and appropriate disposal.",1,False,,,2024-01-20 14:50:24.437187+00:00
131,k7zqfapnfkd3cjeyhgjcevx6ji0pzkco,what days are the bins collected on northview drive,"Bins on Northview Drive are collected on Wednesdays for both recycling and black sack collection, as well as garden waste collection.",1,False,,,2024-01-20 14:50:24.437187+00:00
132,oefwngjoyydx44yqswosmhk6v5j9i8g5,how do i check if an item is recycleable or not,"You can check if an item is recyclable or not by using the ""checkrecycle"" function. Simply provide the name of the item you want to check, and the function will provide you with the information. If the response contains the word ""specific,"" it means that more specific information is needed. In that case, you can invoke the function again with a more specific item description.",1,False,,,2024-01-20 14:50:24.437187+00:00
133,nf4gtn8mo3fmstdf70j2ibfgdfcublwo,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
134,nf4gtn8mo3fmstdf70j2ibfgdfcublwo,I want to check if an item is recyclable?,"You can check if an item is recyclable by using the ""checkrecycle"" function. Just provide the name of the item you want to check, and the function will let you know if it can be recycled or not. If the response contains the word ""specific,"" it means more specific information is needed. Feel free to provide the item name, and I'll assist you further.",1,False,,,2024-01-20 14:50:24.437187+00:00
135,nf4gtn8mo3fmstdf70j2ibfgdfcublwo,how do i dispose of a dead animal,"To dispose of a dead animal, you should contact your local authority or animal control agency. They will be able to provide guidance on the proper disposal methods in your area. It is important to handle dead animals safely and hygienically to prevent the spread of disease.",1,False,,,2024-01-20 14:50:24.437187+00:00
136,nf4gtn8mo3fmstdf70j2ibfgdfcublwo,is glass recyclable,"Glass is recyclable. You can recycle glass bottles and jars, as well as drinking glasses. Please make sure to remove any lids or caps before recycling.",1,False,,,2024-01-20 14:50:24.437187+00:00
137,nf4gtn8mo3fmstdf70j2ibfgdfcublwo,what number do i call?,"To find the appropriate number to call for disposal of a dead animal or any other waste-related queries, you can visit the local authority's website or contact their customer service helpline. They will be able to provide you with the correct contact information.",1,False,,,2024-01-20 14:50:24.437187+00:00
138,nf4gtn8mo3fmstdf70j2ibfgdfcublwo,whagts,"I'm sorry, I didn't understand your question. Could you please rephrase it?",1,False,,,2024-01-20 14:50:24.437187+00:00
139,nf4gtn8mo3fmstdf70j2ibfgdfcublwo,what is the customer services helpline?,"I couldn't find specific information about the customer services helpline for your local authority. However, you can visit their website or check their contact information to find the appropriate helpline number for customer services.",1,False,,,2024-01-20 14:50:24.437187+00:00
140,2saspzdp058vb1sp7i36bv02fekbhmtp,how,"To recycle wires, you can take them to a Household Waste Recycling Centre (HWRC). Place them in the designated area for small electrical appliances. For more information, please speak to a recycling advisor on site. You can find out more on the Household Waste Recycling Centre page.",1,False,,,2024-01-20 14:50:24.437187+00:00
141,2saspzdp058vb1sp7i36bv02fekbhmtp,Can i recycle wires?,"Yes, you can recycle wires.",1,False,,,2024-01-20 14:50:24.437187+00:00
142,mtezsyoihsotfiim76lh7bdpzpxrpusg,How do i dispose of a dead animal,"To dispose of a dead animal, you can check the directory provided by the local authority. Please visit the following link to find out how to properly dispose of a dead animal: 😁 (http://tinyurl.com/ywmnnaul)",1,False,,,2024-01-20 14:50:24.437187+00:00
143,mtezsyoihsotfiim76lh7bdpzpxrpusg,what about paper?,"To dispose of paper, you can recycle it. Place it in the blue paper/card box for kerbside collection. For more information, you can visit the Paper and Card Collection page on the local authority's website.",1,False,,,2024-01-20 14:50:24.437187+00:00
144,wjtdr9vlqbgobvmfjkqtt78swy79w7q6,I am old and need help with my bin collection,You can use the `bincollection` function to check your bin collection schedule. Just provide the name of your street as the input.,1,False,,,2024-01-20 14:50:24.437187+00:00
145,tqbmo59zbfh0mp87pk7zi69x8vvlmsrf,I am old and need help with my bin collection,You can use the `bincollection` function to check your bin collection schedule. Just provide the name of your street as the input.,1,False,,,2024-01-20 14:50:24.437187+00:00
146,afwvz76tpmnurfhilvoaq9fmusm6mpaa,What's the weather in sacramento?,The current temperature in Sacramento is 7.6°C.,1,False,,,2024-01-20 14:50:24.437187+00:00
147,8hs2f10tjprdxa1sjosseqeljhrw1x9z,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
148,nk1qlk2u8rna0rbetik6pi3hbxzslvph,I want to change the name on my exam booking,What is the nature of your request,1,False,,,2024-01-20 14:50:24.437187+00:00
149,nk1qlk2u8rna0rbetik6pi3hbxzslvph,I want to change the name on my record from Bibi Solomon to Biokpor Solomon,What is the nature of your request,1,False,,,2024-01-20 14:50:24.437187+00:00
150,dhs4abstngah04yj65d2qienz7zm6djs,I want to change the name on my booking from Bibi Solomon to Biokpor Solomon,What is the nature of your request,1,False,,,2024-01-20 14:50:24.437187+00:00
151,dhs4abstngah04yj65d2qienz7zm6djs,I want to change the name on my exam booking,What is the nature of your request,1,False,,,2024-01-20 14:50:24.437187+00:00
152,z7heh4rpiv45prnlc0b4oxifmxibuvp2,I want to change the name on my exam booking from Bibi Solomon to Biokpor Solomon,What is the nature of your request,1,False,,,2024-01-20 14:50:24.437187+00:00
153,z7heh4rpiv45prnlc0b4oxifmxibuvp2,I want to change the name on my exam booking,What is the nature of your request,1,False,,,2024-01-20 14:50:24.437187+00:00
154,k4rd56orpuyn1tut1era016flffvjgeo,Hi there,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
155,k4rd56orpuyn1tut1era016flffvjgeo,How do i recycle plastic?,"To recycle plastic, you can check the directory 😁 (http://tinyurl.com/ywmnnaul) to find out how to dispose of different plastic items.",1,False,,,2024-01-20 14:50:24.437187+00:00
156,5sgv4nslbjl10tx3muxvkxlo4rwa5acy,How do i recycle paper?,"To recycle paper, you can place it in the blue paper and card box for kerbside collection. Make sure to remove any plastic or non-paper materials before recycling. For more information, you can visit the Paper and Card Collection page on the local authority's website.",1,False,,,2024-01-20 14:50:24.437187+00:00
157,by4fihcv4lisfd3vv6y4bi6af0yjvmbh,"Hi there, how do i pay my council tax?","You can pay your council tax online using a credit or debit card at this link: 😁 (https://tinyurl.com/yrm6ygk5). Alternatively, you can pay over the phone by calling the automated payment line on 08702 406650.",1,False,,,2024-01-20 14:50:24.437187+00:00
158,7i6r54oriecft7b01vm8a2w5tye26j9k,i want to pay my council tax,You can pay your council tax online using a credit or debit card. Please visit this link to make your payment: 😁 (https://tinyurl.com/yrm6ygk5),1,False,,,2024-01-20 14:50:24.437187+00:00
159,7i6r54oriecft7b01vm8a2w5tye26j9k,Hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
160,2irea2s31b613vwkd5y29qnn1t2jx7w7,I want to pay my council tax,You can pay your council tax online using a credit or debit card. Please visit this link to make a payment: 😁 (https://tinyurl.com/yrm6ygk5),1,False,,,2024-01-20 14:50:24.437187+00:00
161,2irea2s31b613vwkd5y29qnn1t2jx7w7,Hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
162,di9k98lxhg0ri1tr18ww4175eojywows,Thanks that was helpful,"You're welcome! If you have any more questions, feel free to ask.",1,False,,,2024-01-20 14:50:24.437187+00:00
163,di9k98lxhg0ri1tr18ww4175eojywows,Hello i want to report a missed bin collection,You can report a missed bin collection by filling out the online form on our website. You do not need to register to report the missed collection. Here is the link to the form: 😁 (https://tinyurl.com/yp8ygdx2),1,False,,,2024-01-20 14:50:24.437187+00:00
164,7sqhlhwq8s4kcjqjzbv75o1d4furk5q1,Thanks that was helpful,"You're welcome! If you have any more questions, feel free to ask.",1,False,,,2024-01-20 14:50:24.437187+00:00
165,7sqhlhwq8s4kcjqjzbv75o1d4furk5q1,Hello i want to report a missed bin collection,You can report a missed bin collection by filling out the online form on our website. You do not need to register to report the missed collection. Here is the link to the form: 😁 (https://tinyurl.com/yp8ygdx2),1,False,,,2024-01-20 14:50:24.437187+00:00
166,yefevqitytfne263qw39pphyzqfzu2un,"Hello i want to report a missed bin collectiom #BREAK#
 Thanks that was helpful","You can report a missed bin collection by filling out the online form on our website. You do not need to register to report the missed collection. Here is the link to the form: 😁 (https://tinyurl.com/yp8ygdx2). #BREAK#
 You're welcome! If you have any more questions, feel free to ask.",1,False,,,2024-01-20 14:50:24.437187+00:00
167,tabmlgdpl29b0savdz1icoe0p5z18z0p,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
168,1ca4roddpvmi69tlyxfwvi8qbp61hbyf,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
169,eax5p9egziucpr8o682t39sbk2shefo2,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
170,he79pqv8ciys109yarhruca0n0rvhatu,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
171,7nyvy133f88y4gl7qsz2n0fsevj8z15z,Hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
172,3wm4208ry0tvsvh0r2pf4b53oxpwc9bw,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
173,li2k47lu7644xztus6mwefqv1vdra2sa,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
174,watnjpaue26i3yrnjqhb9s40rij8l21l,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
175,afk39dxafsji3oh509ykyuu2rugq2l7t,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
176,b7s3nbqsd35l8bvgfjiydztj5qp8pscj,hi,Hello! How can I assist you today?,1,False,,,2024-01-20 14:50:24.437187+00:00
177,b7s3nbqsd35l8bvgfjiydztj5qp8pscj,I want to find out primary schools for my area ss09ne,The primary school for the area with the postcode SS0 9NE is The Westborough School.,1,False,,,2024-01-20 14:50:24.437187+00:00
178,980nkjk3sxyzin2qgg3zigdjz4sz2wlq,Hi there how do i pay my council tax?,"You can pay your council tax online using a credit or debit card at this link: 😁 (https://tinyurl.com/yrm6ygk5). Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650.",1,False,,,2024-01-20 14:50:24.437187+00:00
179,980nkjk3sxyzin2qgg3zigdjz4sz2wlq,Thanks,"You're welcome! If you have any other questions, feel free to ask.",1,False,,,2024-01-20 14:50:24.437187+00:00
180,xqx1j2qv8w9s5yxi9ykqdm7pz27sa2yy,Hi,Hello! How can I assist you today?,1,False,1,,2024-01-20 14:50:24.437187+00:00
181,xqx1j2qv8w9s5yxi9ykqdm7pz27sa2yy,"My name is Biokpor Solomon, id 0043157. I want to change my exam booking date from 05-01-24 till 10-01-24","To better assist you, could you please provide me with your phone number and email address?",1,False,1,,2024-01-20 14:50:24.437187+00:00
182,xqx1j2qv8w9s5yxi9ykqdm7pz27sa2yy,"My number is 07989462527 #BREAK#
 biokporsolomon@yahoo.co.uk","To provide you with the best service, could you please provide me with your email address? #BREAK#
 Thank you for using our service your request has been sent to a member of staff who is dealing with the matter",1,False,2,,2024-01-20 14:50:24.437187+00:00
183,u86k6oqvodna9p6p91rwd3vnlyc1zibf,"Hi I am Solomon, can i move my exam booking date? #BREAK#
 My last name is Solomon, first name is Biokpor","Can I please have your last name? #BREAK#
 Can you please provide me with your phone number, email, and candidate ID?",1,False,2,,2024-01-20 14:50:24.437187+00:00
184,u86k6oqvodna9p6p91rwd3vnlyc1zibf,"07989462527, biokporsolomon@yahoo.co.uk id is 007145.",Thank you for using our service your request has been sent to a member of staff who is dealing with the matter,1,False,1,,2024-01-20 14:50:24.437187+00:00
185,5m1dhj0ezgv71rfkmbeg23jbxbgx9ubi,"Can i move my exam booking date from 05/01/24 to 15/01/24. #BREAK#
 Biokpor Solomon 07989462527.","Can I please have your first name, last name, and phone number? #BREAK#
 To proceed, I just need a couple of details from you. Could you please provide me with your email address and candidate ID?",1,False,2,,2024-01-20 14:50:24.437187+00:00
186,5m1dhj0ezgv71rfkmbeg23jbxbgx9ubi,"My email is biokporsolomon@yahoo.co.uk, ID: 007145.",Thank you for using our service your request has been sent to a member of staff who is dealing with the matter,1,False,1,,2024-01-20 14:50:24.437187+00:00
187,p1r20rurlfw4si63vpmt1wre3hyj2x7y,Can i move my exam booking date from 05/01/24 to 15/01/24.,"To assist you better, could you please provide as much information as possible about your request?",1,False,1,,2024-01-20 14:50:24.437187+00:00
188,p1r20rurlfw4si63vpmt1wre3hyj2x7y,I want to move my booking date between the two dates I provided.,"To assist you better, could you please provide as much information as possible about your request?",1,False,1,,2024-01-20 14:50:24.437187+00:00
189,q6z1bbgrmrt66q5qeyy2wb3op9unpo35,Hi I want to change the first name on my record from Bebe Solomon to Biokpor Solomon,"To proceed, I need to gather some information from you. Could you please provide me with your phone number, email address, and candidate ID?",1,False,1,,2024-01-20 14:50:24.437187+00:00
190,q6z1bbgrmrt66q5qeyy2wb3op9unpo35,"Phone 07089462527, email: biokporsolomon@yahoo.co.uk, id: 007145.",Thank you for using our service your request has been sent to a member of staff who is dealing with the matter,1,False,1,,2024-01-20 14:50:24.437187+00:00
191,q1cazbuf2ts9k6ij24b5xt41ojngykbc,"Hello #BREAK#
 I want to pay my council tax","Hello! How can I assist you today? #BREAK#
 You can pay your council tax online using a credit or debit card. Please visit 😁 (https://tinyurl.com/yrm6ygk5) to make a payment.",1,False,2,,2024-01-20 14:50:24.437187+00:00
192,riixh0npi0kesj88xtol5genkbkycyya,Give me some info on this vehicle MD21 NZJ,"To get information on the vehicle with registration number MD21 NZJ, you can report it by clicking on this 😁 (https://tinyurl.com/ywzhpx23).",1,False,1,,2024-01-20 14:50:24.437187+00:00
193,06od58x37gpfkgnaavy98htx0prejs8s,Give me some info on this vehicle MD21 NZJ,"To get information on the vehicle with registration number MD21 NZJ, you can report it by clicking on this 😁 (https://tinyurl.com/ywzhpx23).",1,False,1,,2024-01-20 14:50:24.437187+00:00
194,ji1chdgea5rak1qxiat8oi4ig7xu1mcm,Give me some info on this vehicle MD21 NZJ,"To get information on the vehicle with registration number MD21 NZJ, you can report it by clicking on this 😁 (https://tinyurl.com/ywzhpx23).",1,False,1,,2024-01-20 14:50:24.437187+00:00
195,gggxwzdm1ivd7251mxfpwsi1d3mxkutx,Give me some info on this vehicle MD21 NZJ,The vehicle with registration number MD21 NZJ is a VOLKSWAGEN. It was first registered in June 2021 and has a cylinder capacity of 1498 cc. The vehicle is taxed and its color is WHITE. The vehicle type approval is M1. The revenue weight of the vehicle is 2080 kg.,1,False,1,,2024-01-20 14:50:24.437187+00:00
196,sw9sbp8j97l7ly5co5xzxqzho3oyjwk3,Tell me about this car ht23 kud,"The car with registration number HT23 KUD is a Ford vehicle. It was first registered in July 2023 and manufactured in the same year. The car has a cylinder capacity of 1996 cc and emits 231 g/km of CO₂. It runs on diesel fuel and has Euro 6 AR emission standards. The car is currently taxed and its color is white. The vehicle type approval is N1, and it has a revenue weight of 3280 kg. The last V5C (logbook) was issued on 31 July 2023.",1,False,1,,2024-01-20 14:50:24.437187+00:00
197,a58vilwsc2th4o2escuj2bxzl2rk5lq4,Give me some info on this vehicle MD21 NZJ,The vehicle with registration number MD21 NZJ is a VOLKSWAGEN. It was first registered in June 2021 and has a cylinder capacity of 1498 cc. The vehicle is taxed and its color is WHITE. The vehicle type approval is M1. The revenue weight of the vehicle is 2080 kg. The last V5C (logbook) was issued on 21 June 2021.,1,False,1,,2024-01-20 14:50:24.437187+00:00
198,kohtq6m86kumxaes3rf8wnrvze04301a,I want to report an abandoned car reg no md21nzj,"I'm sorry, but you cannot report the vehicle with registration number MD21NZJ as abandoned. It has a valid road tax, so it is not considered abandoned.",1,False,1,,2024-01-20 14:50:24.437187+00:00
199,0pj2jf1yap4tx6heru6ivjd2vskcxchi,I want to report an abandoned car reg no md21nzj,"I'm sorry, but you cannot report the vehicle with registration number MD21NZJ as abandoned. It has a valid road tax, so it is not considered abandoned.",1,False,1,,2024-01-20 14:50:24.437187+00:00
200,xyflvifkxyxv0v6srf9pr4lunie8t4d4,I want to report an abandoned vehicle reg no CE09XNS,"I'm sorry, but you cannot report the vehicle with registration number CE09XNS as abandoned. It has a valid road tax and is not considered abandoned.",1,False,1,,2024-01-20 14:50:24.437187+00:00
201,b1a0810q3zpoxdyutjhlbdsiojwvnlxa,i want my local schools are,You can search for schools in your local catchment area by using the directory provided at this 😁 (http://tinyurl.com/yq2634ny).,1,False,1,,2024-01-20 14:50:24.437187+00:00
202,qmkmd4d0t6n0vpd51wjkl46fuo3kv92f,"I want to know what my local primary school is SS09NE #BREAK#
 What about the secondary schools","The local primary school for the postcode SS0 9NE is The Westborough School. #BREAK#
 The secondary school for the postcode SS0 9NE is Chase High School.",1,False,2,,2024-01-20 14:50:24.437187+00:00
203,ym15f0nrfi81l2900i4itpea35stct4i,What are my local schools SS2 6LL,"The local schools for the postcode SS2 6LL are:
- Bournemouth Park Academy (Infant, Junior, and Primary school)
- Chase High School (Secondary school)",1,False,1,,2024-01-20 14:50:24.437187+00:00
204,opp3oejh30f1d6q14jccs57wtokwjzy2,"Tell me something about the vehicle reg no CE09XNS #BREAK#
 Can i report this car as abandoned?","The vehicle with registration number CE09XNS is a CITROEN car. It was first registered in March 2009 and has a 998 cc petrol engine. The vehicle is currently taxed and its color is black. The last V5C (logbook) was issued on 5 August 2019. #BREAK#
 Sorry, you cannot report the car with registration number CE09XNS as abandoned. It has a valid road tax, which means it is not considered abandoned.",1,False,2,,2024-01-20 14:50:24.437187+00:00
205,wuz5j2ppqzund0qjoshzkgfiww7ky9p8,When are the bins collected on Turnbridge Road?,"To check the bin collection days for Turnbridge Road, please visit the 😁 (http://tinyurl.com/yn4xxbo3).",1,False,1,,2024-01-20 14:50:24.437187+00:00
206,h0y1tmmtc9pndij7voxhnn1ykkv1oj6k,When are the bins collected on Turnbridge Road?,"To check the bin collection days for Turnbridge Road, please visit the following link: 😁 (http://tinyurl.com/yn4xxbo3)",1,False,1,,2024-01-20 14:50:24.437187+00:00
207,g7f3v0euxt0kbc6msrl0abv6eidxxmh3,When are the bins collected on Acacia Drive?,"The bins on Acacia Drive are collected for recycling and black sacks on Fridays. The garden waste collection day is on Thursdays. The first delivery of sacks is scheduled for the week commencing 19/06/2023, and the second delivery is scheduled for the week commencing 18/12/2023.",1,False,1,,2024-01-20 14:50:24.437187+00:00
208,ennxigmluavt7nk3un03i0zuajy0oc0t,When are the bins collected on Albert Roa?,"Bins on Albert Road are collected on Thursdays. Recycling and black sack collection as well as garden waste collection both take place on Thursdays. The first delivery of sacks was in the week commencing 06/02/2023, and the second delivery was in the week commencing 07/08/2023.",1,False,1,,2024-01-20 14:50:24.437187+00:00
209,uiyqtuwogp8l38efr3ps6c34aw7m5idl,When are the bins collected on Archer Road?,"To check the bin collection days for Archer Road, please visit the following link: 😁 (http://tinyurl.com/yn4xxbo3)",1,False,1,,2024-01-20 14:50:24.437187+00:00
210,tws5aq4ewe2sfudnbx7c87vv4ve97ut8,When are the bins collected on Archer Close?,"The bins on Archer Close are collected on Fridays. This includes recycling and black sack collection as well as garden waste collection. The first delivery of sacks is scheduled for the week commencing 20/02/2023, and the second delivery is scheduled for the week commencing 21/08/2023.",1,False,1,,2024-01-20 14:50:24.437187+00:00
211,0rfbdnz9ujq2ciz9zgxrhhrgbo4n3812,"Tell me something about this car CE09XNS parked outside my house #BREAK#
 Can i report it as abandoned?","The car with registration number CE09XNS is a CITROEN, first registered in March 2009. It has a 998 cc petrol engine with CO₂ emissions of 106 g/km. The vehicle is currently taxed and its color is black. The last V5C (logbook) was issued on 5 August 2019. #BREAK#
 Sorry, you cannot report the car with registration number CE09XNS as abandoned. It has a valid road tax, so it is not considered abandoned.",1,False,2,,2024-01-20 14:50:24.437187+00:00
212,0rfbdnz9ujq2ciz9zgxrhhrgbo4n3812,Thanks,"You're welcome! If you have any more questions, feel free to ask.",1,False,1,,2024-01-20 14:50:24.437187+00:00
213,lnfx45lkxj69e1p62j14934xrosk38vh,Does the car with registration number MD21NZJ have a valid road tax?,"Yes, the car with registration number MD21NZJ has a valid road tax.",1,False,1,,2024-01-20 14:50:24.437187+00:00
214,df7cak6rmk8380lr7q6sq3q3oe3eqrsd,"I want to pay my council tax #BREAK#
 Can i set up a direct debit instead? #BREAK#
 Thanks","You can pay your council tax online using a credit or debit card. Please visit 😁 (https://tinyurl.com/yrm6ygk5) to make your payment. #BREAK#
 Yes, you can set up a direct debit to spread your council tax payments from April until March. You can choose one of the following dates as your monthly payment date: 1st, 10th, 20th, or 25th. To set up a direct debit, please visit 😁 (https://tinyurl.com/yvnrqrxr). #BREAK#
 You're welcome! If you have any other questions, feel free to ask.",1,False,3,,2024-01-20 14:50:24.437187+00:00
215,13c5gr6f6pe8xye2mfe0e91hto5rbisp,How do i apply for council tax reduction. I can't afford my bill,You can apply for a council tax reduction by visiting the following website: 😁 (https://my.southend.gov.uk/) and selecting 'Council Tax' from the left-hand menu to choose the right option for you.,1,False,1,,2024-01-20 14:50:24.437187+00:00
216,jhgevzor7d04as852ere7funlhzh1006,What types of council tax discounts are available?,"There are several types of council tax discounts available, including:

1. Empty and unfurnished property discount: An unoccupied and substantially unfurnished property can be awarded a 100% discount.
2. Second Adult Rebate: If you are of state pension age or over, have a high income, and have at least one other adult living with you who has a low income, you may qualify for a rebate.
3. Discounts for occupied annexes: If you live in an annexe that is separately banded for council tax and are a relative of the person living in the main property, you may claim a 50% discount.
4. Other discounts may be available depending on your specific circumstances.

You can find more information and apply for a council tax discount on the 😁 (https://my.southend.gov.uk/) under the ""Council Tax"" section.",1,False,1,,2024-01-20 14:50:24.437187+00:00
217,utib4m0aug8jgc4ou7d83t7cob73bkqk,My request to reduce my council tax was rejected and I want to appeal,"If your request to reduce your council tax was rejected and you want to appeal, you must write and ask for an appeal within 1 month from the date of the letter confirming our original decision. You can find more information on how to appeal on page 9 of the document 😁 (tue21.pdf).",1,False,1,,2024-01-20 14:50:24.437187+00:00
218,essd84lwuecm47tly5aojlwertoajjlw,My request to reduce my council tax was rejected and I want to appeal,"You must write and ask for an appeal within 1 month from the date of the letter confirming our original decision. For Council Tax Reduction appeals, if we have not replied to your request for reconsideration within the 2 month time limit or if we have replied but you are still unhappy with the decision, you can appeal within 2 months of the reconsideration decision letter.",1,False,1,,2024-01-20 14:50:24.437187+00:00
219,3gie2kjc2ei3idanfzij2xm0mwswnlhy,Who is eligible for housing benefits?,"To be eligible for housing benefits, you must meet the following criteria:
- You pay rent to a private landlord, housing association, or a council property (note: you cannot claim if you rent from close relatives that live in the same property).
- You have a low income or are receiving certain benefits.
- You have savings below a certain threshold.
- You are not subject to immigration control.
For more information and to make a claim, you can visit the Citizen Access Benefits portal 😁 (https://tinyurl.com/yvnrqrxr).",1,False,1,,2024-01-20 14:50:24.437187+00:00
220,essd84lwuecm47tly5aojlwertoajjlw,Thanks,"You're welcome! If you have any other questions, feel free to ask.",1,False,1,,2024-01-20 14:50:24.437187+00:00
221,ezuq4ik327tkgttuls7v0w6fh4s1hkcn,I want to pay my business rates,"You can pay your business rates in several ways. You can pay online using our online payment system at 😁 (https://tinyurl.com/yrxgm5sv). Alternatively, you can pay at the bank by quoting your business rates account number and using our bank details: Sort Code: 20-79-81, Account No: 20145904, Account Name: General. You can also set up a standing order with your bank, ensuring you quote your business rates account number and make payments on the 1st of each month.",1,False,1,,2024-01-20 14:50:24.437187+00:00
222,moiwon86wigvurbldqgx6z7nr939phpi,When are the bins collected on Burdett Road ?,"The bins on Burdett Road are collected on Thursdays. This includes recycling and black sack collection as well as garden waste collection. The first delivery of sacks is scheduled for the week commencing 30/01/2023, and the second delivery is scheduled for the week commencing 31/07/2023.",1,False,1,,2024-01-20 14:50:24.437187+00:00
223,nxep0hmlrn7txn0pa7cquwgf70duwuc5,"My bins haven't been collected today #BREAK#
 thaks","I'm sorry to hear that your bins haven't been collected today. You can report a missed collection using our online form at https://tinyurl.com/yp8ygdx2. We will return and collect within 24 hours from the time of the report. #BREAK#
 You're welcome! If you have any other questions, feel free to ask.",1,False,2,,2024-01-20 14:50:24.437187+00:00
